id,date,subject,title,contexte-election,contexte-tour,cote,departement,departement-nom,departement-insee,identifiant de circonscription,images,pdf,ocr_url,titulaire-nom,titulaire-prenom,titulaire-sexe,titulaire-age,titulaire-age-calcule,titulaire-age-tranche,titulaire-profession,titulaire-mandat-en-cours,titulaire-mandat-passe,titulaire-associations,titulaire-autres-statuts,titulaire-soutien,titulaire-liste,titulaire-decorations,suppleant-nom,suppleant-prenom,suppleant-sexe,suppleant-age,suppleant-age-calcule,suppleant-age-tranche,suppleant-profession,suppleant-mandat-en-cours,suppleant-mandat-passe,suppleant-associations,suppleant-autres-statuts,suppleant-soutien,suppleant-liste,suppleant-decorations
"EL134_L_1981_06_011_03_1_PF_02","1981-06-14","Assemblée Nationale;France;Élections législatives;Ve République","Élections législatives de 1981, Aude - 11, circonscription n°03 : profession de foi de Jean-Pierre Cassabel au tour 1","législatives","1","EL134","11","Aude","11 - Aude","3","https://ia801804.us.archive.org/24/items/EL134_L_1981_06_011_03_1_PF_02/EL134_L_1981_06_011_03_1_PF_02_000.jpg;https://ia801804.us.archive.org/24/items/EL134_L_1981_06_011_03_1_PF_02/EL134_L_1981_06_011_03_1_PF_02_001.jpg","https://ia801804.us.archive.org/24/items/EL134_L_1981_06_011_03_1_PF_02/EL134_L_1981_06_011_03_1_PF_02.pdf","https://ia801804.us.archive.org/24/items/EL134_L_1981_06_011_03_1_PF_02/EL134_L_1981_06_011_03_1_PF_02_djvu.txt","Cassabel","Jean-Pierre","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire","non mentionné","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","Union pour une nouvelle majorité","non","Mullot","Paul","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire","non mentionné","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","Union pour une nouvelle majorité","non"
"EL134_L_1981_06_011_03_1_PF_03","1981-06-14","Assemblée Nationale;Ve République;France;Élections législatives","Élections législatives de 1981, Aude - 11, circonscription n°03 : profession de foi de Jacques Cambolive au tour 1","législatives","1","EL134","11","Aude","11 - Aude","3","https://ia803401.us.archive.org/28/items/EL134_L_1981_06_011_03_1_PF_03/EL134_L_1981_06_011_03_1_PF_03_000.jpg;https://ia803401.us.archive.org/28/items/EL134_L_1981_06_011_03_1_PF_03/EL134_L_1981_06_011_03_1_PF_03_001.jpg","https://ia803401.us.archive.org/28/items/EL134_L_1981_06_011_03_1_PF_03/EL134_L_1981_06_011_03_1_PF_03.pdf","https://ia803401.us.archive.org/28/items/EL134_L_1981_06_011_03_1_PF_03/EL134_L_1981_06_011_03_1_PF_03_djvu.txt","Cambolive","Jacques","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire;conseiller général","député","non mentionné","non mentionné","Parti socialiste","non mentionné","non","Badoc","Robert","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire;conseiller régional;conseiller général","non mentionné","non mentionné","non mentionné","Parti socialiste","non mentionné","non"
"EL134_L_1981_06_012_01_1_PF_01","1981-06-14","France;Élections législatives;Assemblée Nationale;Ve République","Élections législatives de 1981, Aveyron - 12, circonscription n°01 : profession de foi de Jean Briane au tour 1","législatives","1","EL134","12","Aveyron","12 - Aveyron","1","https://ia601000.us.archive.org/18/items/EL134_L_1981_06_012_01_1_PF_01/EL134_L_1981_06_012_01_1_PF_01_000.jpg;https://ia601000.us.archive.org/18/items/EL134_L_1981_06_012_01_1_PF_01/EL134_L_1981_06_012_01_1_PF_01_001.jpg","https://ia601000.us.archive.org/18/items/EL134_L_1981_06_012_01_1_PF_01/EL134_L_1981_06_012_01_1_PF_01.pdf","https://ia601000.us.archive.org/18/items/EL134_L_1981_06_012_01_1_PF_01/EL134_L_1981_06_012_01_1_PF_01_djvu.txt","Briane","Jean","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","député","non mentionné","non mentionné","Rassemblement pour la République;Centre des démocrates sociaux","non mentionné","non","Escalié","Marcel","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire","non mentionné","non mentionné","non mentionné","Rassemblement pour la République;Centre des démocrates sociaux","non mentionné","non"
"EL134_L_1981_06_012_01_1_PF_02","1981-06-14","Assemblée Nationale;Élections législatives;Ve République;France","Élections législatives de 1981, Aveyron - 12, circonscription n°01 : profession de foi de Michel Lafon au tour 1","législatives","1","EL134","12","Aveyron","12 - Aveyron","1","https://ia903402.us.archive.org/1/items/EL134_L_1981_06_012_01_1_PF_02/EL134_L_1981_06_012_01_1_PF_02_000.jpg;https://ia903402.us.archive.org/1/items/EL134_L_1981_06_012_01_1_PF_02/EL134_L_1981_06_012_01_1_PF_02_001.jpg","https://ia903402.us.archive.org/1/items/EL134_L_1981_06_012_01_1_PF_02/EL134_L_1981_06_012_01_1_PF_02.pdf","https://ia903402.us.archive.org/1/items/EL134_L_1981_06_012_01_1_PF_02/EL134_L_1981_06_012_01_1_PF_02_djvu.txt","Lafon","Michel","homme","non mentionné","non mentionné","non mentionné","instituteur","conseiller municipal","non mentionné","non mentionné","non mentionné","Parti communiste français","Union de la gauche","non","Saurel","Simone","femme","non mentionné","non mentionné","non mentionné","agricultrice","non mentionné","non mentionné","politique","non mentionné","Parti communiste français","Union de la gauche","non"
"EL134_L_1981_06_012_01_1_PF_03","1981-06-14","Ve République;France;Assemblée Nationale;Élections législatives","Élections législatives de 1981, Aveyron - 12, circonscription n°01 : profession de foi de André Sournac au tour 1","législatives","1","EL134","12","Aveyron","12 - Aveyron","1","https://ia801805.us.archive.org/34/items/EL134_L_1981_06_012_01_1_PF_03/EL134_L_1981_06_012_01_1_PF_03_000.jpg;https://ia801805.us.archive.org/34/items/EL134_L_1981_06_012_01_1_PF_03/EL134_L_1981_06_012_01_1_PF_03_001.jpg","https://ia801805.us.archive.org/34/items/EL134_L_1981_06_012_01_1_PF_03/EL134_L_1981_06_012_01_1_PF_03.pdf","https://ia801805.us.archive.org/34/items/EL134_L_1981_06_012_01_1_PF_03/EL134_L_1981_06_012_01_1_PF_03_djvu.txt","Sournac","André","homme","non mentionné","non mentionné","non mentionné","ingénieur agricole","non mentionné","non mentionné","non mentionné","non mentionné","Parti socialiste","non mentionné","non","Basset","Marie","femme","non mentionné","non mentionné","non mentionné","institutrice","non mentionné","non mentionné","non mentionné","non mentionné","Parti socialiste","non mentionné","non"
"EL134_L_1981_06_012_02_1_PF_01","1981-06-14","Ve République;Élections législatives;Assemblée Nationale;France","Élections législatives de 1981, Aveyron - 12, circonscription n°02 : profession de foi de Georges Fontanier au tour 1","législatives","1","EL134","12","Aveyron","12 - Aveyron","2","https://ia801800.us.archive.org/31/items/EL134_L_1981_06_012_02_1_PF_01/EL134_L_1981_06_012_02_1_PF_01_000.jpg;https://ia801800.us.archive.org/31/items/EL134_L_1981_06_012_02_1_PF_01/EL134_L_1981_06_012_02_1_PF_01_001.jpg","https://ia801800.us.archive.org/31/items/EL134_L_1981_06_012_02_1_PF_01/EL134_L_1981_06_012_02_1_PF_01.pdf","https://ia801800.us.archive.org/31/items/EL134_L_1981_06_012_02_1_PF_01/EL134_L_1981_06_012_02_1_PF_01_djvu.txt","Fontanier","Georges","homme","non mentionné","non mentionné","non mentionné","mineur","conseiller municipal","non mentionné","syndicat","non mentionné","Parti communiste français","Union de la gauche","non","Gras","Jean-Marie","homme","non mentionné","non mentionné","non mentionné","instituteur","adjoint au maire","non mentionné","non mentionné","non mentionné","Parti communiste français","Union de la gauche","non"
"EL134_L_1981_06_012_02_1_PF_02","1981-06-14","Élections législatives;Assemblée Nationale;Ve République;France","Élections législatives de 1981, Aveyron - 12, circonscription n°02 : profession de foi de Jean Rigal au tour 1","législatives","1","EL134","12","Aveyron","12 - Aveyron","2","https://ia801806.us.archive.org/13/items/EL134_L_1981_06_012_02_1_PF_02/EL134_L_1981_06_012_02_1_PF_02_000.jpg;https://ia801806.us.archive.org/13/items/EL134_L_1981_06_012_02_1_PF_02/EL134_L_1981_06_012_02_1_PF_02_001.jpg","https://ia801806.us.archive.org/13/items/EL134_L_1981_06_012_02_1_PF_02/EL134_L_1981_06_012_02_1_PF_02.pdf","https://ia801806.us.archive.org/13/items/EL134_L_1981_06_012_02_1_PF_02/EL134_L_1981_06_012_02_1_PF_02_djvu.txt","Rigal","Jean","homme","non mentionné","non mentionné","non mentionné","médecin généraliste","conseiller municipal;conseiller général","député","non mentionné","non mentionné","Mouvement des radicaux de gauche;Parti socialiste","non mentionné","non","Delannes","André","homme","non mentionné","non mentionné","non mentionné","conducteur principal des Travaux publics de l'Etat","non mentionné","non mentionné","non mentionné","non mentionné","Mouvement des radicaux de gauche;Parti socialiste","non mentionné","non"
"EL134_L_1981_06_012_02_1_PF_03","1981-06-14","Élections législatives;Assemblée Nationale;Ve République;France","Élections législatives de 1981, Aveyron - 12, circonscription n°02 : profession de foi de Michel Lombard au tour 1","législatives","1","EL134","12","Aveyron","12 - Aveyron","2","https://ia801801.us.archive.org/0/items/EL134_L_1981_06_012_02_1_PF_03/EL134_L_1981_06_012_02_1_PF_03_000.jpg;https://ia801801.us.archive.org/0/items/EL134_L_1981_06_012_02_1_PF_03/EL134_L_1981_06_012_02_1_PF_03_001.jpg","https://ia801801.us.archive.org/0/items/EL134_L_1981_06_012_02_1_PF_03/EL134_L_1981_06_012_02_1_PF_03.pdf","https://ia801801.us.archive.org/0/items/EL134_L_1981_06_012_02_1_PF_03/EL134_L_1981_06_012_02_1_PF_03_djvu.txt","Lombard","Michel","homme","34","34","entre 30 et 39 ans","cadre","non mentionné","non mentionné","non mentionné","non mentionné","Rassemblement pour la République","Union pour une nouvelle majorité","non","Gamel","Claude","homme","42","42","entre 40 et 49 ans","dirigeant entreprise","non mentionné","non mentionné","non mentionné","non mentionné","Rassemblement pour la République","Union pour une nouvelle majorité","non"
"EL134_L_1981_06_012_02_1_PF_04","1981-06-14","Ve République;Élections législatives;France;Assemblée Nationale","Élections législatives de 1981, Aveyron - 12, circonscription n°02 : profession de foi de Michel Poux au tour 1","législatives","1","EL134","12","Aveyron","12 - Aveyron","2","https://ia801803.us.archive.org/5/items/EL134_L_1981_06_012_02_1_PF_04/EL134_L_1981_06_012_02_1_PF_04_000.jpg;https://ia801803.us.archive.org/5/items/EL134_L_1981_06_012_02_1_PF_04/EL134_L_1981_06_012_02_1_PF_04_001.jpg","https://ia801803.us.archive.org/5/items/EL134_L_1981_06_012_02_1_PF_04/EL134_L_1981_06_012_02_1_PF_04.pdf","https://ia801803.us.archive.org/5/items/EL134_L_1981_06_012_02_1_PF_04/EL134_L_1981_06_012_02_1_PF_04_djvu.txt","Poux","Michel","homme","24","24","entre 20 et 29 ans","agriculteur","non mentionné","non mentionné","non mentionné","non mentionné","Parti socialiste unifié","non mentionné","non","Vieitez","Serge","homme","28","28","entre 20 et 29 ans","éducateur spécialisé","non mentionné","non mentionné","syndicat","non mentionné","Parti socialiste unifié","non mentionné","non"
"EL134_L_1981_06_012_02_1_PF_05","1981-06-14","France;Élections législatives;Ve République;Assemblée Nationale","Élections législatives de 1981, Aveyron - 12, circonscription n°02 : profession de foi de Etienne Bouyou au tour 1","législatives","1","EL134","12","Aveyron","12 - Aveyron","2","https://ia601809.us.archive.org/28/items/EL134_L_1981_06_012_02_1_PF_05/EL134_L_1981_06_012_02_1_PF_05_000.jpg;https://ia601809.us.archive.org/28/items/EL134_L_1981_06_012_02_1_PF_05/EL134_L_1981_06_012_02_1_PF_05_001.jpg","https://ia601809.us.archive.org/28/items/EL134_L_1981_06_012_02_1_PF_05/EL134_L_1981_06_012_02_1_PF_05.pdf","https://ia601809.us.archive.org/28/items/EL134_L_1981_06_012_02_1_PF_05/EL134_L_1981_06_012_02_1_PF_05_djvu.txt","Bouyou","Etienne","homme","51","51","entre 50 et 59 ans","docteur-vétérinaire","non mentionné","conseiller municipal","non mentionné","non mentionné","Union pour la démocratie française","Union pour une nouvelle majorité","non","Marty","Charles","homme","37","37","entre 30 et 39 ans","agriculteur","maire","non mentionné","syndicat;professionnel","non mentionné","Union pour la démocratie française","Union pour une nouvelle majorité","non"
"EL134_L_1981_06_012_03_1_PF_01","1981-06-14","Élections législatives;Ve République;France;Assemblée Nationale","Élections législatives de 1981, Aveyron - 12, circonscription n°03 : profession de foi de André Perez au tour 1","législatives","1","EL134","12","Aveyron","12 - Aveyron","3","https://ia601804.us.archive.org/35/items/EL134_L_1981_06_012_03_1_PF_01/EL134_L_1981_06_012_03_1_PF_01_000.jpg;https://ia601804.us.archive.org/35/items/EL134_L_1981_06_012_03_1_PF_01/EL134_L_1981_06_012_03_1_PF_01_001.jpg","https://ia601804.us.archive.org/35/items/EL134_L_1981_06_012_03_1_PF_01/EL134_L_1981_06_012_03_1_PF_01.pdf","https://ia601804.us.archive.org/35/items/EL134_L_1981_06_012_03_1_PF_01/EL134_L_1981_06_012_03_1_PF_01_djvu.txt","Perez","André","homme","non mentionné","non mentionné","non mentionné","employé","non mentionné","non mentionné","politique","non mentionné","Parti communiste français","Union de la gauche","non","Agrinier","Jean","homme","non mentionné","non mentionné","non mentionné","cheminot","maire","non mentionné","non mentionné","non mentionné","Parti communiste français","Union de la gauche","non"
"EL134_L_1981_06_012_03_1_PF_02","1981-06-14","Ve République;Élections législatives;France;Assemblée Nationale","Élections législatives de 1981, Aveyron - 12, circonscription n°03 : profession de foi de Gérard Deruy au tour 1","législatives","1","EL134","12","Aveyron","12 - Aveyron","3","https://ia903407.us.archive.org/11/items/EL134_L_1981_06_012_03_1_PF_02/EL134_L_1981_06_012_03_1_PF_02_000.jpg;https://ia903407.us.archive.org/11/items/EL134_L_1981_06_012_03_1_PF_02/EL134_L_1981_06_012_03_1_PF_02_001.jpg","https://ia903407.us.archive.org/11/items/EL134_L_1981_06_012_03_1_PF_02/EL134_L_1981_06_012_03_1_PF_02.pdf","https://ia903407.us.archive.org/11/items/EL134_L_1981_06_012_03_1_PF_02/EL134_L_1981_06_012_03_1_PF_02_djvu.txt","Deruy","Gérard","homme","52","52","entre 50 et 59 ans","cadre industrie","conseiller général","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non","Alibert","Dominique","homme","40","40","entre 40 et 49 ans","responsable formation professionnelle","conseiller municipal","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non"
"EL134_L_1981_06_012_03_1_PF_03","1981-06-14","Élections législatives;France;Assemblée Nationale;Ve République","Élections législatives de 1981, Aveyron - 12, circonscription n°03 : profession de foi de Jacques Godfrain au tour 1","législatives","1","EL134","12","Aveyron","12 - Aveyron","3","https://ia801804.us.archive.org/13/items/EL134_L_1981_06_012_03_1_PF_03/EL134_L_1981_06_012_03_1_PF_03_000.jpg;https://ia801804.us.archive.org/13/items/EL134_L_1981_06_012_03_1_PF_03/EL134_L_1981_06_012_03_1_PF_03_001.jpg","https://ia801804.us.archive.org/13/items/EL134_L_1981_06_012_03_1_PF_03/EL134_L_1981_06_012_03_1_PF_03.pdf","https://ia801804.us.archive.org/13/items/EL134_L_1981_06_012_03_1_PF_03/EL134_L_1981_06_012_03_1_PF_03_djvu.txt","Godfrain","Jacques","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","député","non mentionné","non mentionné","non mentionné","Union pour une nouvelle majorité","non","Azam","Robert","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire;conseiller général","député suppléant","local","non mentionné","non mentionné","Union pour une nouvelle majorité","non"
"EL134_L_1981_06_013_01_1_PF_01","1981-06-14","France;Assemblée Nationale;Ve République;Élections législatives","Élections législatives de 1981, Bouches-du-Rhône - 13, circonscription n°01 : profession de foi de Hyacinthe Santoni au tour 1","législatives","1","EL134","13","Bouches-du-Rhône","13 - Bouches-du-Rhône","1","https://ia803403.us.archive.org/28/items/EL134_L_1981_06_013_01_1_PF_01/EL134_L_1981_06_013_01_1_PF_01_000.jpg;https://ia803403.us.archive.org/28/items/EL134_L_1981_06_013_01_1_PF_01/EL134_L_1981_06_013_01_1_PF_01_001.jpg","https://ia803403.us.archive.org/28/items/EL134_L_1981_06_013_01_1_PF_01/EL134_L_1981_06_013_01_1_PF_01.pdf","https://ia803403.us.archive.org/28/items/EL134_L_1981_06_013_01_1_PF_01/EL134_L_1981_06_013_01_1_PF_01_djvu.txt","Santoni","Hyacinthe","homme","non mentionné","non mentionné","non mentionné","directeur école","conseiller général","non mentionné","non mentionné","non mentionné","Rassemblement pour la République","Union pour une nouvelle majorité","non","Comiti","Joseph","homme","non mentionné","non mentionné","non mentionné","professeur Faculté de Médecine","non mentionné","ministre;député","non mentionné","non mentionné","Rassemblement pour la République","Union pour une nouvelle majorité","non"
"EL134_L_1981_06_013_01_1_PF_02","1981-06-14","Élections législatives;France;Assemblée Nationale;Ve République","Élections législatives de 1981, Bouches-du-Rhône - 13, circonscription n°01 : profession de foi de Hubert Savon au tour 1","législatives","1","EL134","13","Bouches-du-Rhône","13 - Bouches-du-Rhône","1","https://ia803405.us.archive.org/2/items/EL134_L_1981_06_013_01_1_PF_02/EL134_L_1981_06_013_01_1_PF_02_000.jpg;https://ia803405.us.archive.org/2/items/EL134_L_1981_06_013_01_1_PF_02/EL134_L_1981_06_013_01_1_PF_02_001.jpg","https://ia803405.us.archive.org/2/items/EL134_L_1981_06_013_01_1_PF_02/EL134_L_1981_06_013_01_1_PF_02.pdf","https://ia803405.us.archive.org/2/items/EL134_L_1981_06_013_01_1_PF_02/EL134_L_1981_06_013_01_1_PF_02_djvu.txt","Savon","Hubert","homme","40","40","entre 40 et 49 ans","directeur société commerciale","non mentionné","non mentionné","non mentionné","non mentionné","Front national","non mentionné","non","Patte","Jean-Pierre","homme","32","32","entre 30 et 39 ans","représentant","non mentionné","non mentionné","non mentionné","non mentionné","Front national","non mentionné","non"
"EL134_L_1981_06_013_01_1_PF_03","1981-06-14","France;Ve République;Élections législatives;Assemblée Nationale","Élections législatives de 1981, Bouches-du-Rhône - 13, circonscription n°01 : profession de foi de Michel Pezet au tour 1","législatives","1","EL134","13","Bouches-du-Rhône","13 - Bouches-du-Rhône","1","https://ia903403.us.archive.org/35/items/EL134_L_1981_06_013_01_1_PF_03/EL134_L_1981_06_013_01_1_PF_03_000.jpg;https://ia903403.us.archive.org/35/items/EL134_L_1981_06_013_01_1_PF_03/EL134_L_1981_06_013_01_1_PF_03_001.jpg","https://ia903403.us.archive.org/35/items/EL134_L_1981_06_013_01_1_PF_03/EL134_L_1981_06_013_01_1_PF_03.pdf","https://ia903403.us.archive.org/35/items/EL134_L_1981_06_013_01_1_PF_03/EL134_L_1981_06_013_01_1_PF_03_djvu.txt","Pezet","Michel","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Parti socialiste","Majorité de la France","non","Guillen","Antoinette","femme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Parti socialiste","Majorité de la France","non"
"EL134_L_1981_06_013_01_1_PF_04","1981-06-14","Élections législatives;France;Assemblée Nationale;Ve République","Élections législatives de 1981, Bouches-du-Rhône - 13, circonscription n°01 : profession de foi de Robert Allione au tour 1","législatives","1","EL134","13","Bouches-du-Rhône","13 - Bouches-du-Rhône","1","https://ia801807.us.archive.org/26/items/EL134_L_1981_06_013_01_1_PF_04/EL134_L_1981_06_013_01_1_PF_04_000.jpg;https://ia801807.us.archive.org/26/items/EL134_L_1981_06_013_01_1_PF_04/EL134_L_1981_06_013_01_1_PF_04_001.jpg","https://ia801807.us.archive.org/26/items/EL134_L_1981_06_013_01_1_PF_04/EL134_L_1981_06_013_01_1_PF_04.pdf","https://ia801807.us.archive.org/26/items/EL134_L_1981_06_013_01_1_PF_04/EL134_L_1981_06_013_01_1_PF_04_djvu.txt","Allione","Robert","homme","non mentionné","non mentionné","non mentionné","employé","non mentionné","non mentionné","politique","non mentionné","Parti communiste français","Union de la gauche","non","Chauvin","Pierre","homme","non mentionné","non mentionné","non mentionné","avocat","non mentionné","non mentionné","non mentionné","non mentionné","Parti communiste français","Union de la gauche","non"
"EL134_L_1981_06_013_01_1_PF_05","1981-06-14","Ve République;France;Assemblée Nationale;Élections législatives","Élections législatives de 1981, Bouches-du-Rhône - 13, circonscription n°01 : profession de foi de Jean Roussel au tour 1","législatives","1","EL134","13","Bouches-du-Rhône","13 - Bouches-du-Rhône","1","https://ia903403.us.archive.org/2/items/EL134_L_1981_06_013_01_1_PF_05/EL134_L_1981_06_013_01_1_PF_05_000.jpg;https://ia903403.us.archive.org/2/items/EL134_L_1981_06_013_01_1_PF_05/EL134_L_1981_06_013_01_1_PF_05_001.jpg","https://ia903403.us.archive.org/2/items/EL134_L_1981_06_013_01_1_PF_05/EL134_L_1981_06_013_01_1_PF_05.pdf","https://ia903403.us.archive.org/2/items/EL134_L_1981_06_013_01_1_PF_05/EL134_L_1981_06_013_01_1_PF_05_djvu.txt","Roussel","Jean","homme","non mentionné","non mentionné","non mentionné","avocat","non mentionné","non mentionné","non mentionné","non mentionné","Union pour la démocratie française","Union pour une nouvelle majorité","non","Goudon","Roger","homme","non mentionné","non mentionné","non mentionné","artisan commerçant","non mentionné","non mentionné","non mentionné","non mentionné","Union pour la démocratie française","Union pour une nouvelle majorité","non"
"EL134_L_1981_06_013_10_1_PF_01","1981-06-14","Ve République;Élections législatives;France;Assemblée Nationale","Élections législatives de 1981, Bouches-du-Rhône - 13, circonscription n°10 : profession de foi de René Rieubon au tour 1","législatives","1","EL134","13","Bouches-du-Rhône","13 - Bouches-du-Rhône","10","https://ia601808.us.archive.org/6/items/EL134_L_1981_06_013_10_1_PF_01/EL134_L_1981_06_013_10_1_PF_01_000.jpg;https://ia601808.us.archive.org/6/items/EL134_L_1981_06_013_10_1_PF_01/EL134_L_1981_06_013_10_1_PF_01_001.jpg","https://ia601808.us.archive.org/6/items/EL134_L_1981_06_013_10_1_PF_01/EL134_L_1981_06_013_10_1_PF_01.pdf","https://ia601808.us.archive.org/6/items/EL134_L_1981_06_013_10_1_PF_01/EL134_L_1981_06_013_10_1_PF_01_djvu.txt","Rieubon","René","homme","non mentionné","non mentionné","non mentionné","ajusteur","non mentionné","député","non mentionné","non mentionné","Parti communiste français","Union de la gauche","non","Domergue","Monique","homme","non mentionné","non mentionné","non mentionné","enseignante","adjoint au maire","non mentionné","non mentionné","non mentionné","Parti communiste français","Union de la gauche","non"
"EL134_L_1981_06_013_10_1_PF_02","1981-06-14","France;Assemblée Nationale;Ve République;Élections législatives","Élections législatives de 1981, Bouches-du-Rhône - 13, circonscription n°10 : profession de foi de Annie Nougarède au tour 1","législatives","1","EL134","13","Bouches-du-Rhône","13 - Bouches-du-Rhône","10","https://ia601802.us.archive.org/2/items/EL134_L_1981_06_013_10_1_PF_02/EL134_L_1981_06_013_10_1_PF_02_000.jpg;https://ia601802.us.archive.org/2/items/EL134_L_1981_06_013_10_1_PF_02/EL134_L_1981_06_013_10_1_PF_02_001.jpg","https://ia601802.us.archive.org/2/items/EL134_L_1981_06_013_10_1_PF_02/EL134_L_1981_06_013_10_1_PF_02.pdf","https://ia601802.us.archive.org/2/items/EL134_L_1981_06_013_10_1_PF_02/EL134_L_1981_06_013_10_1_PF_02_djvu.txt","Nougarède","Annie","femme","non mentionné","non mentionné","non mentionné","conseillère informations sociales","conseiller municipal","non mentionné","non mentionné","non mentionné","Parti socialiste","Majorité de la France","non","Anglade","Jean-Jacques","homme","non mentionné","non mentionné","non mentionné","avocat","conseiller municipal","non mentionné","non mentionné","non mentionné","Parti socialiste","Majorité de la France","non"
"EL134_L_1981_06_013_10_1_PF_03","1981-06-14","Ve République;Assemblée Nationale;France;Élections législatives","Élections législatives de 1981, Bouches-du-Rhône - 13, circonscription n°10 : profession de foi de Alain Geledan au tour 1","législatives","1","EL134","13","Bouches-du-Rhône","13 - Bouches-du-Rhône","10","https://ia601808.us.archive.org/14/items/EL134_L_1981_06_013_10_1_PF_03/EL134_L_1981_06_013_10_1_PF_03_000.jpg;https://ia601808.us.archive.org/14/items/EL134_L_1981_06_013_10_1_PF_03/EL134_L_1981_06_013_10_1_PF_03_001.jpg","https://ia601808.us.archive.org/14/items/EL134_L_1981_06_013_10_1_PF_03/EL134_L_1981_06_013_10_1_PF_03.pdf","https://ia601808.us.archive.org/14/items/EL134_L_1981_06_013_10_1_PF_03/EL134_L_1981_06_013_10_1_PF_03_djvu.txt","Geledan","Alain","homme","37","37","entre 30 et 39 ans","psychologue praticien","non mentionné","non mentionné","non mentionné","non mentionné","Mouvement des démocrates","Rassemblement démocrate pour le progrès","non","Baud-Geledan","Christine","femme","35","35","entre 30 et 39 ans","docteur en médecine","non mentionné","non mentionné","politique","non mentionné","Mouvement des démocrates","Rassemblement démocrate pour le progrès","non"
"EL134_L_1981_06_013_10_1_PF_04","1981-06-14","Ve République;Élections législatives;France;Assemblée Nationale","Élections législatives de 1981, Bouches-du-Rhône - 13, circonscription n°10 : profession de foi de Bertrand Munier au tour 1","législatives","1","EL134","13","Bouches-du-Rhône","13 - Bouches-du-Rhône","10","https://ia801803.us.archive.org/30/items/EL134_L_1981_06_013_10_1_PF_04/EL134_L_1981_06_013_10_1_PF_04_000.jpg;https://ia801803.us.archive.org/30/items/EL134_L_1981_06_013_10_1_PF_04/EL134_L_1981_06_013_10_1_PF_04_001.jpg","https://ia801803.us.archive.org/30/items/EL134_L_1981_06_013_10_1_PF_04/EL134_L_1981_06_013_10_1_PF_04.pdf","https://ia801803.us.archive.org/30/items/EL134_L_1981_06_013_10_1_PF_04/EL134_L_1981_06_013_10_1_PF_04_djvu.txt","Munier","Bertrand","homme","38","38","entre 30 et 39 ans","professeur Université","non mentionné","non mentionné","non mentionné","non mentionné","Union pour la démocratie française","Union pour une nouvelle majorité","non","Lecler","Raymond","homme","40","40","entre 40 et 49 ans","facteur-chef","non mentionné","non mentionné","non mentionné","non mentionné","Rassemblement pour la République","Union pour une nouvelle majorité","non"
"EL134_L_1981_06_013_10_1_PF_05","1981-06-14","Élections législatives;Assemblée Nationale;France;Ve République","Élections législatives de 1981, Bouches-du-Rhône - 13, circonscription n°10 : profession de foi de Jean-Paul Rigollet au tour 1","législatives","1","EL134","13","Bouches-du-Rhône","13 - Bouches-du-Rhône","10","https://ia601803.us.archive.org/4/items/EL134_L_1981_06_013_10_1_PF_05/EL134_L_1981_06_013_10_1_PF_05_000.jpg;https://ia601803.us.archive.org/4/items/EL134_L_1981_06_013_10_1_PF_05/EL134_L_1981_06_013_10_1_PF_05_001.jpg","https://ia601803.us.archive.org/4/items/EL134_L_1981_06_013_10_1_PF_05/EL134_L_1981_06_013_10_1_PF_05.pdf","https://ia601803.us.archive.org/4/items/EL134_L_1981_06_013_10_1_PF_05/EL134_L_1981_06_013_10_1_PF_05_djvu.txt","Rigollet","Jean-Paul","homme","43","43","entre 40 et 49 ans","ingénieur","non mentionné","non mentionné","non mentionné","non mentionné","Lutte ouvrière","non mentionné","non","Muratet","Anne","femme","35","35","entre 30 et 39 ans","professeur","non mentionné","non mentionné","non mentionné","non mentionné","Lutte ouvrière","non mentionné","non"
