id,date,subject,title,contexte-election,contexte-tour,cote,departement,departement-nom,departement-insee,identifiant de circonscription,images,pdf,ocr_url,titulaire-nom,titulaire-prenom,titulaire-sexe,titulaire-age,titulaire-age-calcule,titulaire-age-tranche,titulaire-profession,titulaire-mandat-en-cours,titulaire-mandat-passe,titulaire-associations,titulaire-autres-statuts,titulaire-soutien,titulaire-liste,titulaire-decorations,suppleant-nom,suppleant-prenom,suppleant-sexe,suppleant-age,suppleant-age-calcule,suppleant-age-tranche,suppleant-profession,suppleant-mandat-en-cours,suppleant-mandat-passe,suppleant-associations,suppleant-autres-statuts,suppleant-soutien,suppleant-liste,suppleant-decorations
"EL134_L_1981_06_001_01_1_PF_01","1981-06-14","France;Assemblée Nationale;Ve République;Élections législatives","Élections législatives de 1981, Ain - 01, circonscription n°01 : profession de foi de Micheline Antonucci au tour 1","législatives","1","EL134","01","Ain","01 - Ain","1","https://ia601807.us.archive.org/31/items/EL134_L_1981_06_001_01_1_PF_01/EL134_L_1981_06_001_01_1_PF_01_000.jpg;https://ia601807.us.archive.org/31/items/EL134_L_1981_06_001_01_1_PF_01/EL134_L_1981_06_001_01_1_PF_01_001.jpg","https://ia601807.us.archive.org/31/items/EL134_L_1981_06_001_01_1_PF_01/EL134_L_1981_06_001_01_1_PF_01.pdf","https://ia601807.us.archive.org/31/items/EL134_L_1981_06_001_01_1_PF_01/EL134_L_1981_06_001_01_1_PF_01_djvu.txt","Antonucci","Micheline","femme","non mentionné","non mentionné","non mentionné","assistance sociale","maire-adjoint","non mentionné","non mentionné","non mentionné","Parti socialiste unifié","non mentionné","non","Millet","Régine","femme","non mentionné","non mentionné","non mentionné","infirmière","non mentionné","non mentionné","syndicat","non mentionné","Parti socialiste unifié","non mentionné","non"
"EL134_L_1981_06_001_01_1_PF_02","1981-06-14","Élections législatives;Ve République;Assemblée Nationale;France","Élections législatives de 1981, Ain - 01, circonscription n°01 : profession de foi de Marcel Benoit au tour 1","législatives","1","EL134","01","Ain","01 - Ain","1","https://ia801804.us.archive.org/5/items/EL134_L_1981_06_001_01_1_PF_02/EL134_L_1981_06_001_01_1_PF_02_000.jpg;https://ia801804.us.archive.org/5/items/EL134_L_1981_06_001_01_1_PF_02/EL134_L_1981_06_001_01_1_PF_02_001.jpg","https://ia801804.us.archive.org/5/items/EL134_L_1981_06_001_01_1_PF_02/EL134_L_1981_06_001_01_1_PF_02.pdf","https://ia801804.us.archive.org/5/items/EL134_L_1981_06_001_01_1_PF_02/EL134_L_1981_06_001_01_1_PF_02_djvu.txt","Benoit","Marcel","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire-adjoint;conseiller régional","non mentionné","syndicat","non mentionné","Parti communiste français","Union de la gauche","non","Turrel","Robert","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire-adjoint","non mentionné","syndicat","non mentionné","Parti communiste français","Union de la gauche","non"
"EL134_L_1981_06_001_01_1_PF_03","1981-06-14","Élections législatives;Ve République;France;Assemblée Nationale","Élections législatives de 1981, Ain - 01, circonscription n°01 : profession de foi de Louis Robin au tour 1","législatives","1","EL134","01","Ain","01 - Ain","1","https://ia801807.us.archive.org/13/items/EL134_L_1981_06_001_01_1_PF_03/EL134_L_1981_06_001_01_1_PF_03_000.jpg;https://ia801807.us.archive.org/13/items/EL134_L_1981_06_001_01_1_PF_03/EL134_L_1981_06_001_01_1_PF_03_001.jpg","https://ia801807.us.archive.org/13/items/EL134_L_1981_06_001_01_1_PF_03/EL134_L_1981_06_001_01_1_PF_03.pdf","https://ia801807.us.archive.org/13/items/EL134_L_1981_06_001_01_1_PF_03/EL134_L_1981_06_001_01_1_PF_03_djvu.txt","Robin","Louis","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","groupes de pression","non mentionné","Parti socialiste;Mouvement des radicaux de gauche","non mentionné","non","Jannel","Louis","homme","non mentionné","non mentionné","non mentionné","docteur","non mentionné","non mentionné","non mentionné","non mentionné","Parti socialiste;Mouvement des radicaux de gauche","non mentionné","non"
"EL134_L_1981_06_001_01_1_PF_04","1981-06-14","Assemblée Nationale;France;Ve République;Élections législatives","Élections législatives de 1981, Ain - 01, circonscription n°01 : profession de foi de Pierre Dordain au tour 1","législatives","1","EL134","01","Ain","01 - Ain","1","https://ia803401.us.archive.org/30/items/EL134_L_1981_06_001_01_1_PF_04/EL134_L_1981_06_001_01_1_PF_04_000.jpg;https://ia803401.us.archive.org/30/items/EL134_L_1981_06_001_01_1_PF_04/EL134_L_1981_06_001_01_1_PF_04_001.jpg","https://ia803401.us.archive.org/30/items/EL134_L_1981_06_001_01_1_PF_04/EL134_L_1981_06_001_01_1_PF_04.pdf","https://ia803401.us.archive.org/30/items/EL134_L_1981_06_001_01_1_PF_04/EL134_L_1981_06_001_01_1_PF_04_djvu.txt","Dordain","Pierre","homme","non mentionné","non mentionné","non mentionné","conducteur poids lourds","non mentionné","non mentionné","socio-caritatif;politique","réserve","Fédération des socialistes démocrates","non mentionné","non","Lalli","Anastase","homme","non mentionné","non mentionné","non mentionné","commerçant","non mentionné","non mentionné","culture;politique","non mentionné","Fédération des socialistes démocrates","non mentionné","non"
"EL134_L_1981_06_001_01_1_PF_05","1981-06-14","Assemblée Nationale;Élections législatives;Ve République;France","Élections législatives de 1981, Ain - 01, circonscription n°01 : profession de foi de Jacques Boyon au tour 1","législatives","1","EL134","01","Ain","01 - Ain","1","https://ia801807.us.archive.org/1/items/EL134_L_1981_06_001_01_1_PF_05/EL134_L_1981_06_001_01_1_PF_05_000.jpg;https://ia801807.us.archive.org/1/items/EL134_L_1981_06_001_01_1_PF_05/EL134_L_1981_06_001_01_1_PF_05_001.jpg","https://ia801807.us.archive.org/1/items/EL134_L_1981_06_001_01_1_PF_05/EL134_L_1981_06_001_01_1_PF_05.pdf","https://ia801807.us.archive.org/1/items/EL134_L_1981_06_001_01_1_PF_05/EL134_L_1981_06_001_01_1_PF_05_djvu.txt","Boyon","Jacques","homme","1934","47","entre 40 et 49 ans","non mentionné","conseiller régional;maire;conseiller général","député","non mentionné","réserve","Rassemblement pour la République;Union pour la démocratie française;Centre national des indépendants","Union pour la nouvelle majorité","oui","Blanchet","Aymé","homme","1925","56","entre 50 et 59 ans","chirurgien","non mentionné","député suppléant","professionnel","non mentionné","Rassemblement pour la République;Union pour la démocratie française;Centre national des indépendants","Union pour la nouvelle majorité","non"
"EL134_L_1981_06_001_02_1_PF_01","1981-06-14","Élections législatives;Assemblée Nationale;France;Ve République","Élections législatives de 1981, Ain - 01, circonscription n°02 : profession de foi de Charles Millon au tour 1","législatives","1","EL134","01","Ain","01 - Ain","2","https://ia601808.us.archive.org/27/items/EL134_L_1981_06_001_02_1_PF_01/EL134_L_1981_06_001_02_1_PF_01_000.jpg;https://ia601808.us.archive.org/27/items/EL134_L_1981_06_001_02_1_PF_01/EL134_L_1981_06_001_02_1_PF_01_001.jpg","https://ia601808.us.archive.org/27/items/EL134_L_1981_06_001_02_1_PF_01/EL134_L_1981_06_001_02_1_PF_01.pdf","https://ia601808.us.archive.org/27/items/EL134_L_1981_06_001_02_1_PF_01/EL134_L_1981_06_001_02_1_PF_01_djvu.txt","Millon","Charles","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire","député","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","Union pour la nouvelle majorité","non","Prost","Jean","homme","non mentionné","non mentionné","non mentionné","non mentionné","conseiller général;maire","non mentionné","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","Union pour la nouvelle majorité","non"
"EL134_L_1981_06_001_02_1_PF_02","1981-06-14","France;Élections législatives;Ve République;Assemblée Nationale","Élections législatives de 1981, Ain - 01, circonscription n°02 : profession de foi de Guy Chavanne au tour 1","législatives","1","EL134","01","Ain","01 - Ain","2","https://ia800802.us.archive.org/9/items/EL134_L_1981_06_001_02_1_PF_02/EL134_L_1981_06_001_02_1_PF_02_000.jpg;https://ia800802.us.archive.org/9/items/EL134_L_1981_06_001_02_1_PF_02/EL134_L_1981_06_001_02_1_PF_02_001.jpg","https://ia800802.us.archive.org/9/items/EL134_L_1981_06_001_02_1_PF_02/EL134_L_1981_06_001_02_1_PF_02.pdf","https://ia800802.us.archive.org/9/items/EL134_L_1981_06_001_02_1_PF_02/EL134_L_1981_06_001_02_1_PF_02_djvu.txt","Chavanne","Guy","homme","46","46","entre 40 et 49 ans","non mentionné","maire;conseiller général","non mentionné","non mentionné","non mentionné","Parti communiste français","Union de la gauche","non","Berthet","Marcel","homme","54","54","entre 50 et 59 ans","cadre supérieur SNCF","maire","non mentionné","non mentionné","non mentionné","Parti communiste français","Union de la gauche","non"
"EL134_L_1981_06_001_02_1_PF_03","1981-06-14","Ve République;Élections législatives;Assemblée Nationale;France","Élections législatives de 1981, Ain - 01, circonscription n°02 : profession de foi de Jean Chabert au tour 1","législatives","1","EL134","01","Ain","01 - Ain","2","https://ia801804.us.archive.org/24/items/EL134_L_1981_06_001_02_1_PF_03/EL134_L_1981_06_001_02_1_PF_03_000.jpg;https://ia801804.us.archive.org/24/items/EL134_L_1981_06_001_02_1_PF_03/EL134_L_1981_06_001_02_1_PF_03_001.jpg","https://ia801804.us.archive.org/24/items/EL134_L_1981_06_001_02_1_PF_03/EL134_L_1981_06_001_02_1_PF_03.pdf","https://ia801804.us.archive.org/24/items/EL134_L_1981_06_001_02_1_PF_03/EL134_L_1981_06_001_02_1_PF_03_djvu.txt","Chabert","Jean","homme","non mentionné","non mentionné","non mentionné","non mentionné","conseiller municipal;conseiller général","non mentionné","professionnel","non mentionné","Parti socialiste;Mouvement des radicaux de gauche","non mentionné","non","Annen","Roland","homme","non mentionné","non mentionné","non mentionné","éducateur spécialisé","non mentionné","non mentionné","non mentionné","non mentionné","Parti socialiste;Mouvement des radicaux de gauche","non mentionné","non"
"EL134_L_1981_06_001_03_1_PF_01","1981-06-14","Assemblée Nationale;France;Élections législatives;Ve République","Élections législatives de 1981, Ain - 01, circonscription n°03 : profession de foi de Noël Ravassard au tour 1","législatives","1","EL134","01","Ain","01 - Ain","3","https://ia801805.us.archive.org/14/items/EL134_L_1981_06_001_03_1_PF_01/EL134_L_1981_06_001_03_1_PF_01_000.jpg;https://ia801805.us.archive.org/14/items/EL134_L_1981_06_001_03_1_PF_01/EL134_L_1981_06_001_03_1_PF_01_001.jpg","https://ia801805.us.archive.org/14/items/EL134_L_1981_06_001_03_1_PF_01/EL134_L_1981_06_001_03_1_PF_01.pdf","https://ia801805.us.archive.org/14/items/EL134_L_1981_06_001_03_1_PF_01/EL134_L_1981_06_001_03_1_PF_01_djvu.txt","Ravassard","Noël","homme","45","45","entre 40 et 49 ans","non mentionné","conseiller général","député","non mentionné","non mentionné","Parti socialiste","non mentionné","non","Cocquard","Alain","homme","non mentionné","non mentionné","non mentionné","agent SNCF","non mentionné","non mentionné","politique","non mentionné","Parti socialiste","non mentionné","non"
"EL134_L_1981_06_001_03_1_PF_02","1981-06-14","Ve République;Élections législatives;France;Assemblée Nationale","Élections législatives de 1981, Ain - 01, circonscription n°03 : profession de foi de Fernand Roustit au tour 1","législatives","1","EL134","01","Ain","01 - Ain","3","https://ia801804.us.archive.org/22/items/EL134_L_1981_06_001_03_1_PF_02/EL134_L_1981_06_001_03_1_PF_02_000.jpg;https://ia801804.us.archive.org/22/items/EL134_L_1981_06_001_03_1_PF_02/EL134_L_1981_06_001_03_1_PF_02_001.jpg","https://ia801804.us.archive.org/22/items/EL134_L_1981_06_001_03_1_PF_02/EL134_L_1981_06_001_03_1_PF_02.pdf","https://ia801804.us.archive.org/22/items/EL134_L_1981_06_001_03_1_PF_02/EL134_L_1981_06_001_03_1_PF_02_djvu.txt","Roustit","Fernand","homme","35","35","entre 30 et 39 ans","agent SNCF","non mentionné","non mentionné","syndicat","non mentionné","Parti communiste français","Union de la gauche","non","Levrat","Marie-Louise","homme","non mentionné","non mentionné","non mentionné","secrétaire direction","non mentionné","non mentionné","non mentionné","non mentionné","Parti communiste français","Union de la gauche","non"
"EL134_L_1981_06_001_03_1_PF_03","1981-06-14","Assemblée Nationale;Élections législatives;France;Ve République","Élections législatives de 1981, Ain - 01, circonscription n°03 : profession de foi de Jean Vial au tour 1","législatives","1","EL134","01","Ain","01 - Ain","3","https://ia803408.us.archive.org/2/items/EL134_L_1981_06_001_03_1_PF_03/EL134_L_1981_06_001_03_1_PF_03_000.jpg;https://ia803408.us.archive.org/2/items/EL134_L_1981_06_001_03_1_PF_03/EL134_L_1981_06_001_03_1_PF_03_001.jpg","https://ia803408.us.archive.org/2/items/EL134_L_1981_06_001_03_1_PF_03/EL134_L_1981_06_001_03_1_PF_03.pdf","https://ia803408.us.archive.org/2/items/EL134_L_1981_06_001_03_1_PF_03/EL134_L_1981_06_001_03_1_PF_03_djvu.txt","Vial","Jean","homme","42","42","entre 40 et 49 ans","docteur-vétérinaire","conseiller général;maire","non mentionné","non mentionné","non mentionné","Union pour la démocratie française","Union pour une nouvelle majorité","non","Couvert","André","homme","55","55","entre 50 et 59 ans","chef de dépôt SNCF","maire-adjoint","non mentionné","non mentionné","non mentionné","Union pour la démocratie française","Union pour une nouvelle majorité","non"
"EL134_L_1981_06_001_03_1_PF_04","1981-06-14","Élections législatives;Assemblée Nationale;France;Ve République","Élections législatives de 1981, Ain - 01, circonscription n°03 : profession de foi de Pierre Deplanche au tour 1","législatives","1","EL134","01","Ain","01 - Ain","3","https://ia601806.us.archive.org/30/items/EL134_L_1981_06_001_03_1_PF_04/EL134_L_1981_06_001_03_1_PF_04_000.jpg;https://ia601806.us.archive.org/30/items/EL134_L_1981_06_001_03_1_PF_04/EL134_L_1981_06_001_03_1_PF_04_001.jpg","https://ia601806.us.archive.org/30/items/EL134_L_1981_06_001_03_1_PF_04/EL134_L_1981_06_001_03_1_PF_04.pdf","https://ia601806.us.archive.org/30/items/EL134_L_1981_06_001_03_1_PF_04/EL134_L_1981_06_001_03_1_PF_04_djvu.txt","Deplanche","Pierre","homme","1920","61","entre 60 et 69 ans","médecin campagne","conseiller municipal;conseiller général;sénateur suppléant","non mentionné","professionnel;groupes de pression;local","réserve","Rassemblement pour la République","Union pour une nouvelle majorité","oui","Noël","Guy","homme","1937","44","entre 40 et 49 ans","chef d'entreprise","conseiller municipal","non mentionné","non mentionné","veuf","Rassemblement pour la République","Union pour une nouvelle majorité","non"
"EL134_L_1981_06_001_03_1_PF_05","1981-06-14","Élections législatives;Assemblée Nationale;Ve République;France","Élections législatives de 1981, Ain - 01, circonscription n°03 : profession de foi de Daniel Vericel au tour 1","législatives","1","EL134","01","Ain","01 - Ain","3","https://ia601805.us.archive.org/30/items/EL134_L_1981_06_001_03_1_PF_05/EL134_L_1981_06_001_03_1_PF_05_000.jpg;https://ia601805.us.archive.org/30/items/EL134_L_1981_06_001_03_1_PF_05/EL134_L_1981_06_001_03_1_PF_05_001.jpg","https://ia601805.us.archive.org/30/items/EL134_L_1981_06_001_03_1_PF_05/EL134_L_1981_06_001_03_1_PF_05.pdf","https://ia601805.us.archive.org/30/items/EL134_L_1981_06_001_03_1_PF_05/EL134_L_1981_06_001_03_1_PF_05_djvu.txt","Vericel","Daniel","homme","non mentionné","non mentionné","non mentionné","plâtrier-peintre bâtiment","non mentionné","non mentionné","non mentionné","non mentionné","Parti socialiste unifié","non mentionné","non","Chirouzes","Jacques","homme","non mentionné","non mentionné","non mentionné","infirmier","non mentionné","non mentionné","syndicat","non mentionné","Parti socialiste unifié","non mentionné","non"
"EL134_L_1981_06_001_03_1_PF_06","1981-06-14","Ve République;France;Élections législatives;Assemblée Nationale","Élections législatives de 1981, Ain - 01, circonscription n°03 : profession de foi de Isabelle Leclerc au tour 1","législatives","1","EL134","01","Ain","01 - Ain","3","https://ia903402.us.archive.org/14/items/EL134_L_1981_06_001_03_1_PF_06/EL134_L_1981_06_001_03_1_PF_06_000.jpg;https://ia903402.us.archive.org/14/items/EL134_L_1981_06_001_03_1_PF_06/EL134_L_1981_06_001_03_1_PF_06_001.jpg","https://ia903402.us.archive.org/14/items/EL134_L_1981_06_001_03_1_PF_06/EL134_L_1981_06_001_03_1_PF_06.pdf","https://ia903402.us.archive.org/14/items/EL134_L_1981_06_001_03_1_PF_06/EL134_L_1981_06_001_03_1_PF_06_djvu.txt","Leclerc","Isabelle","femme","26","26","entre 20 et 29 ans","employée banque","non mentionné","non mentionné","non mentionné","non mentionné","Lutte ouvrière","non mentionné","non","Marsteau","Marie-Andrée","femme","29","29","entre 20 et 29 ans","médecin","non mentionné","non mentionné","non mentionné","non mentionné","Lutte ouvrière","non mentionné","non"
"EL134_L_1981_06_002_01_1_PF_01","1981-06-14","Assemblée Nationale;France;Élections législatives;Ve République","Élections législatives de 1981, Aisne - 02, circonscription n°01 : profession de foi de Gérard Mathieu au tour 1","législatives","1","EL134","02","Aisne","02 - Aisne","1","https://ia601804.us.archive.org/21/items/EL134_L_1981_06_002_01_1_PF_01/EL134_L_1981_06_002_01_1_PF_01_000.jpg;https://ia601804.us.archive.org/21/items/EL134_L_1981_06_002_01_1_PF_01/EL134_L_1981_06_002_01_1_PF_01_001.jpg","https://ia601804.us.archive.org/21/items/EL134_L_1981_06_002_01_1_PF_01/EL134_L_1981_06_002_01_1_PF_01.pdf","https://ia601804.us.archive.org/21/items/EL134_L_1981_06_002_01_1_PF_01/EL134_L_1981_06_002_01_1_PF_01_djvu.txt","Mathieu","Gérard","homme","non mentionné","non mentionné","non mentionné","professeur","maire","non mentionné","non mentionné","non mentionné","Parti communiste français","Union pour réussir le changement","non","Moreau","Guy","homme","non mentionné","non mentionné","non mentionné","professeur","adjoint au maire","non mentionné","non mentionné","non mentionné","Parti communiste français","Union pour réussir le changement","non"
"EL134_L_1981_06_002_01_1_PF_02","1981-06-14","Ve République;France;Élections législatives;Assemblée Nationale","Élections législatives de 1981, Aisne - 02, circonscription n°01 : profession de foi de François Lesein au tour 1","législatives","1","EL134","02","Aisne","02 - Aisne","1","https://ia801806.us.archive.org/20/items/EL134_L_1981_06_002_01_1_PF_02/EL134_L_1981_06_002_01_1_PF_02_000.jpg;https://ia801806.us.archive.org/20/items/EL134_L_1981_06_002_01_1_PF_02/EL134_L_1981_06_002_01_1_PF_02_001.jpg","https://ia801806.us.archive.org/20/items/EL134_L_1981_06_002_01_1_PF_02/EL134_L_1981_06_002_01_1_PF_02.pdf","https://ia801806.us.archive.org/20/items/EL134_L_1981_06_002_01_1_PF_02/EL134_L_1981_06_002_01_1_PF_02_djvu.txt","Lesein","François","homme","non mentionné","non mentionné","non mentionné","médecin","conseiller général;maire","non mentionné","non mentionné","non mentionné","Union pour la démocratie française","non mentionné","non","Doyez","Jean-Luc","homme","non mentionné","non mentionné","non mentionné","avocat","non mentionné","non mentionné","non mentionné","non mentionné","Union pour la démocratie française","non mentionné","non"
"EL134_L_1981_06_002_01_1_PF_03","1981-06-14","Ve République;Assemblée Nationale;France;Élections législatives","Élections législatives de 1981, Aisne - 02, circonscription n°01 : profession de foi de Robert Aumont au tour 1","législatives","1","EL134","02","Aisne","02 - Aisne","1","https://ia601705.us.archive.org/8/items/EL134_L_1981_06_002_01_1_PF_03/EL134_L_1981_06_002_01_1_PF_03_000.jpg;https://ia601705.us.archive.org/8/items/EL134_L_1981_06_002_01_1_PF_03/EL134_L_1981_06_002_01_1_PF_03_001.jpg","https://ia601705.us.archive.org/8/items/EL134_L_1981_06_002_01_1_PF_03/EL134_L_1981_06_002_01_1_PF_03.pdf","https://ia601705.us.archive.org/8/items/EL134_L_1981_06_002_01_1_PF_03/EL134_L_1981_06_002_01_1_PF_03_djvu.txt","Aumont","Robert","homme","non mentionné","non mentionné","non mentionné","non mentionné","conseiller régional;maire;conseiller général","député","non mentionné","non mentionné","Parti socialiste","non mentionné","non","Curtil","Pierrette","femme","non mentionné","non mentionné","non mentionné","non mentionné","conseiller général","non mentionné","non mentionné","non mentionné","Parti socialiste","non mentionné","non"
"EL134_L_1981_06_002_01_1_PF_04","1981-06-14","France;Ve République;Élections législatives;Assemblée Nationale","Élections législatives de 1981, Aisne - 02, circonscription n°01 : profession de foi de Jean-Claude Lamant au tour 1","législatives","1","EL134","02","Aisne","02 - Aisne","1","https://ia801804.us.archive.org/7/items/EL134_L_1981_06_002_01_1_PF_04/EL134_L_1981_06_002_01_1_PF_04_000.jpg;https://ia801804.us.archive.org/7/items/EL134_L_1981_06_002_01_1_PF_04/EL134_L_1981_06_002_01_1_PF_04_001.jpg","https://ia801804.us.archive.org/7/items/EL134_L_1981_06_002_01_1_PF_04/EL134_L_1981_06_002_01_1_PF_04.pdf","https://ia801804.us.archive.org/7/items/EL134_L_1981_06_002_01_1_PF_04/EL134_L_1981_06_002_01_1_PF_04_djvu.txt","Lamant","Jean-Claude","homme","38","38","entre 30 et 39 ans","professeur","conseiller municipal","non mentionné","non mentionné","non mentionné","Rassemblement pour la République","non mentionné","non","Devriendt","Marc","homme","45","45","entre 40 et 49 ans","médecin","non mentionné","non mentionné","non mentionné","non mentionné","Rassemblement pour la République","non mentionné","non"
"EL134_L_1981_06_002_02_1_PF_01","1981-06-14","Assemblée Nationale;Élections législatives;Ve République;France","Élections législatives de 1981, Aisne - 02, circonscription n°02 : profession de foi de Daniel Caron au tour 1","législatives","1","EL134","02","Aisne","02 - Aisne","2","https://ia801805.us.archive.org/30/items/EL134_L_1981_06_002_02_1_PF_01/EL134_L_1981_06_002_02_1_PF_01_000.jpg;https://ia801805.us.archive.org/30/items/EL134_L_1981_06_002_02_1_PF_01/EL134_L_1981_06_002_02_1_PF_01_001.jpg","https://ia801805.us.archive.org/30/items/EL134_L_1981_06_002_02_1_PF_01/EL134_L_1981_06_002_02_1_PF_01.pdf","https://ia801805.us.archive.org/30/items/EL134_L_1981_06_002_02_1_PF_01/EL134_L_1981_06_002_02_1_PF_01_djvu.txt","Caron","Daniel","homme","41","41","entre 40 et 49 ans","kinésithérapeute","non mentionné","non mentionné","non mentionné","non mentionné","Front national","non mentionné","non","Molard","Paul","homme","38","38","entre 30 et 39 ans","commerçant","non mentionné","non mentionné","non mentionné","non mentionné","Front national","non mentionné","non"
"EL134_L_1981_06_002_02_1_PF_02","1981-06-14","Assemblée Nationale;Élections législatives;France;Ve République","Élections législatives de 1981, Aisne - 02, circonscription n°02 : profession de foi de Lucien Bochard au tour 1","législatives","1","EL134","02","Aisne","02 - Aisne","2","https://ia803407.us.archive.org/24/items/EL134_L_1981_06_002_02_1_PF_02/EL134_L_1981_06_002_02_1_PF_02_000.jpg;https://ia803407.us.archive.org/24/items/EL134_L_1981_06_002_02_1_PF_02/EL134_L_1981_06_002_02_1_PF_02_001.jpg","https://ia803407.us.archive.org/24/items/EL134_L_1981_06_002_02_1_PF_02/EL134_L_1981_06_002_02_1_PF_02.pdf","https://ia803407.us.archive.org/24/items/EL134_L_1981_06_002_02_1_PF_02/EL134_L_1981_06_002_02_1_PF_02_djvu.txt","Bochard","Lucien","homme","56","56","entre 50 et 59 ans","vétérinaire","conseiller général","non mentionné","non mentionné","non mentionné","Union pour la démocratie française","Union pour une nouvelle majorité","non","Delbet","Félix","homme","non mentionné","non mentionné","non mentionné","commerçant","non mentionné","non mentionné","non mentionné","non mentionné","Union pour la démocratie française","Union pour une nouvelle majorité","non"
"EL134_L_1981_06_002_02_1_PF_03","1981-06-14","Assemblée Nationale;Ve République;France;Élections législatives","Élections législatives de 1981, Aisne - 02, circonscription n°02 : profession de foi de Daniel Le Meur au tour 1","législatives","1","EL134","02","Aisne","02 - Aisne","2","https://ia801806.us.archive.org/4/items/EL134_L_1981_06_002_02_1_PF_03/EL134_L_1981_06_002_02_1_PF_03_000.jpg;https://ia801806.us.archive.org/4/items/EL134_L_1981_06_002_02_1_PF_03/EL134_L_1981_06_002_02_1_PF_03_001.jpg","https://ia801806.us.archive.org/4/items/EL134_L_1981_06_002_02_1_PF_03/EL134_L_1981_06_002_02_1_PF_03.pdf","https://ia801806.us.archive.org/4/items/EL134_L_1981_06_002_02_1_PF_03/EL134_L_1981_06_002_02_1_PF_03_djvu.txt","Le Meur","Daniel","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire","député","non mentionné","non mentionné","Parti communiste français","Union de la gauche","non","Rojo","Yvan","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire;conseiller général","non mentionné","non mentionné","non mentionné","Parti communiste français","Union de la gauche","non"
"EL134_L_1981_06_002_02_1_PF_04","1981-06-14","Assemblée Nationale;France;Élections législatives;Ve République","Élections législatives de 1981, Aisne - 02, circonscription n°02 : profession de foi de Vincent  Savelli au tour 1","législatives","1","EL134","02","Aisne","02 - Aisne","2","https://ia903408.us.archive.org/25/items/EL134_L_1981_06_002_02_1_PF_04/EL134_L_1981_06_002_02_1_PF_04_000.jpg;https://ia903408.us.archive.org/25/items/EL134_L_1981_06_002_02_1_PF_04/EL134_L_1981_06_002_02_1_PF_04_001.jpg","https://ia903408.us.archive.org/25/items/EL134_L_1981_06_002_02_1_PF_04/EL134_L_1981_06_002_02_1_PF_04.pdf","https://ia903408.us.archive.org/25/items/EL134_L_1981_06_002_02_1_PF_04/EL134_L_1981_06_002_02_1_PF_04_djvu.txt","Savelli","Vincent","homme","35","35","entre 30 et 39 ans","conseiller principal éducation","conseiller municipal","non mentionné","non mentionné","non mentionné","Rassemblement pour la République","non mentionné","non","Karpinski","Julien","homme","1935","46","entre 40 et 49 ans","commerçant","non mentionné","non mentionné","professionnel","non mentionné","Rassemblement pour la République","non mentionné","non"
"EL134_L_1981_06_002_02_1_PF_05","1981-06-14","Élections législatives;France;Ve République;Assemblée Nationale","Élections législatives de 1981, Aisne - 02, circonscription n°02 : profession de foi de Bernard Lebrun au tour 1","législatives","1","EL134","02","Aisne","02 - Aisne","2","https://ia801801.us.archive.org/33/items/EL134_L_1981_06_002_02_1_PF_05/EL134_L_1981_06_002_02_1_PF_05_000.jpg;https://ia801801.us.archive.org/33/items/EL134_L_1981_06_002_02_1_PF_05/EL134_L_1981_06_002_02_1_PF_05_001.jpg","https://ia801801.us.archive.org/33/items/EL134_L_1981_06_002_02_1_PF_05/EL134_L_1981_06_002_02_1_PF_05.pdf","https://ia801801.us.archive.org/33/items/EL134_L_1981_06_002_02_1_PF_05/EL134_L_1981_06_002_02_1_PF_05_djvu.txt","Lebrun","Bernard","homme","non mentionné","non mentionné","non mentionné","directeur école","conseiller municipal","non mentionné","non mentionné","non mentionné","Parti socialiste","non mentionné","non","Pezin","Michel","homme","non mentionné","non mentionné","non mentionné","chef d'atelier","conseiller municipal","non mentionné","non mentionné","non mentionné","Parti socialiste","non mentionné","non"
"EL134_L_1981_06_002_03_1_PF_01","1981-06-14","France;Élections législatives;Assemblée Nationale;Ve République","Élections législatives de 1981, Aisne - 02, circonscription n°03 : profession de foi de Raymond Mahoudeaux au tour 1","législatives","1","EL134","02","Aisne","02 - Aisne","3","https://ia801803.us.archive.org/19/items/EL134_L_1981_06_002_03_1_PF_01/EL134_L_1981_06_002_03_1_PF_01_000.jpg;https://ia801803.us.archive.org/19/items/EL134_L_1981_06_002_03_1_PF_01/EL134_L_1981_06_002_03_1_PF_01_001.jpg","https://ia801803.us.archive.org/19/items/EL134_L_1981_06_002_03_1_PF_01/EL134_L_1981_06_002_03_1_PF_01.pdf","https://ia801803.us.archive.org/19/items/EL134_L_1981_06_002_03_1_PF_01/EL134_L_1981_06_002_03_1_PF_01_djvu.txt","Mahoudeaux","Raymond","homme","non mentionné","non mentionné","non mentionné","employé","maire;conseiller régional","non mentionné","non mentionné","non mentionné","Parti communiste français","Union de la gauche","oui","Nimail","Lucien","homme","non mentionné","non mentionné","non mentionné","ouvrier agricole","maire-adjoint","non mentionné","non mentionné","non mentionné","Parti communiste français","Union de la gauche","non"
